Date,Price,High,Low
2018-10-16,1305.8,1305.8,1305.8
2018-10-17,1301.9,1301.9,1301.9
2018-10-18,1305.1,1305.1,1305.1
2018-10-19,1303.8,1303.8,1303.8
2018-10-22,1299.8,1299.8,1299.8
2018-10-23,1312,1312,1312
2018-10-24,1305.5,1305.5,1305.5
2018-10-25,1306.7,1306.7,1306.7
2018-10-26,1309.7,1309.7,1309.7
2018-10-29,1301.1,1301.1,1301.1
2018-10-30,1298.9,1296.7,1296.7
2018-10-31,1288.2,1291.1,1291.1
2018-11-01,1312.2,1312.2,1312.2
2018-11-02,1307.3,1307.3,1307.3
2018-11-05,1306.4,1306.4,1306.4
2018-11-06,1300.4,1300.4,1300.4
2018-11-07,1302.8,1302.8,1302.8
2018-11-08,1299.3,1299.3,1299.3
2018-11-09,1282.2,1282.2,1282.2
2018-11-12,1276.8,1276.8,1276.8
2018-11-13,1274.7,1274.7,1274.7
2018-11-14,1283.2,1283.2,1283.2
2018-11-15,1287.6,1287.6,1287.6
2018-11-16,1294.9,1294.9,1294.9
2018-11-19,1297.5,1297.5,1297.5
2018-11-20,1293.4,1293.4,1293.4
2018-11-21,1300.8,1300.8,1300.8
2018-11-22,1228,1229.7,1225.5
2018-11-23,1296.1,1296.1,1296.1
2018-11-26,1295.8,1295.8,1295.8
2018-11-27,1286.5,1286.5,1286.5
2018-11-28,1296.4,1296.4,1296.4
2018-11-29,1297,1297,1297
2018-11-30,1292.7,1289.7,1289.7
2018-12-03,1306.4,1306.4,1306.4
2018-12-04,1313.6,1313.6,1313.6
2018-12-05,1309.6,1309.6,1309.6
2018-12-06,1310.2,1313.9,1309.5
2018-12-07,1319.5,1319.5,1319.5
2018-12-10,1314.8,1314.8,1314.8
2018-12-11,1312.9,1312.9,1312.9
2018-12-12,1315.8,1315.8,1315.8
2018-12-13,1313.2,1313.2,1313.2
2018-12-14,1307,1307,1307
2018-12-17,1317.4,1317.4,1317.4
2018-12-18,1318.5,1318.5,1318.5
2018-12-19,1321.3,1321.3,1321.3
2018-12-20,1333.1,1333.1,1333.1
2018-12-21,1323.1,1323.1,1323.1
2018-12-24,1337,1337,1337
2018-12-25,1270.75,1274.55,1270.65
2018-12-26,1338.3,1343,1343
2018-12-27,1346.5,1346.5,1346.5
2018-12-28,1348.3,1348.3,1348.3
2018-12-31,1347.1,1347.1,1347.1
2019-01-01,1283.35,1284.75,1282.85
2019-01-02,1349.5,1349.5,1349.5
2019-01-03,1359.8,1359.8,1359.8
2019-01-04,1351,1351.8,1351.8
2019-01-07,1355.2,1355.2,1355.2
2019-01-08,1351.1,1351.1,1351.1
2019-01-09,1357.3,1357.3,1357.3
2019-01-10,1353,1353,1353
2019-01-11,1355.4,1355.4,1355.4
2019-01-14,1357.2,1357.2,1357.2
2019-01-15,1353.7,1353.7,1353.7
2019-01-16,1359.3,1359.3,1359.3
2019-01-17,1357.9,1357.9,1357.9
2019-01-18,1348.1,1348.1,1348.1
2019-01-20,1282.05,1282.7,1280.5
2019-01-21,1279.05,1282.95,1276.15
2019-01-22,1348.4,1348.4,1348.4
2019-01-23,1349.3,1349.3,1349.3
2019-01-24,1344.9,1344.9,1344.9
2019-01-25,1364,1360,1360
2019-01-28,1369.8,1369.8,1369.8
2019-01-29,1375.6,1375.6,1375.6
2019-01-30,1375.9,1377.6,1377.6
2019-01-31,1384,1384,1384
2019-02-01,1381.1,1382.6,1382.6
2019-02-04,1378.3,1378.3,1378.3
2019-02-05,1378.6,1378.6,1378.6
2019-02-06,1373.8,1373.8,1373.8
2019-02-07,1373.6,1373.6,1373.6
2019-02-08,1377.8,1377.8,1377.8
2019-02-11,1371.2,1371.2,1371.2
2019-02-12,1373.2,1373.2,1373.2
2019-02-13,1374.6,1374.6,1374.6
2019-02-14,1373.2,1373.2,1373.2
2019-02-15,1381.2,1381.2,1381.2
2019-02-17,1324.25,1324.95,1323.85
2019-02-18,1329.55,1330.75,1324.05
2019-02-19,1403.9,1403.9,1403.9
2019-02-20,1406.7,1406.7,1406.7
2019-02-21,1387.2,1388,1388
2019-02-22,1392.5,1392.5,1392.5
2019-02-25,1389,1389,1389
2019-02-26,1387.9,1387.9,1387.9
2019-02-27,1380.5,1380.5,1380.5
2019-02-28,1375.3,1374,1374
2019-03-01,1358.3,1358.3,1358.3
2019-03-04,1346.3,1346.3,1346.3
2019-03-05,1343.5,1343.5,1343.5
2019-03-06,1346.5,1346.5,1346.5
2019-03-07,1344.9,1344.9,1344.9
2019-03-08,1358.5,1358.5,1358.5
2019-03-11,1350,1350,1350
2019-03-12,1356.6,1356.6,1356.6
2019-03-13,1368.1,1368.1,1368.1
2019-03-14,1352.9,1352.9,1352.9
2019-03-15,1360.6,1360.6,1360.6
2019-03-18,1359.4,1359.4,1359.4
2019-03-19,1364.7,1364.7,1364.7
2019-03-20,1359.5,1359.5,1359.5
2019-03-21,1364.5,1364.5,1364.5
2019-03-22,1369.3,1368.2,1368.2
2019-03-25,1378.1,1378.1,1378.1
2019-03-26,1369.3,1369.3,1369.3
2019-03-27,1363.8,1363.8,1363.8
2019-03-28,1342.4,1348,1342.2
2019-03-29,1346,1354.1,1354.1
2019-04-01,1342.7,1342.7,1342.7
2019-04-02,1343.9,1343.2,1340.8
2019-04-03,1344,1344,1344
2019-04-04,1343.5,1343.5,1343.5
2019-04-05,1345.2,1345.2,1345.2
2019-04-08,1351.9,1351.9,1351.9
2019-04-09,1358.4,1358.4,1358.4
2019-04-10,1363.9,1363.9,1363.9
2019-04-11,1343.4,1356.6,1356.6
2019-04-12,1346.3,1346.3,1346.3
2019-04-15,1342.4,1342.4,1342.4
2019-04-16,1328.1,1329.1,1329
2019-04-17,1327.6,1327.6,1327.6
2019-04-18,1326.9,1326.9,1326.9
2019-04-19,1277.9,1277.9,1277.9
2019-04-22,1328.5,1328.5,1328.5
2019-04-23,1323.8,1323.8,1323.8
2019-04-24,1329.9,1329.9,1329.9
2019-04-25,1330.2,1330.2,1330.2
2019-04-26,1339.2,1339.2,1339.2
2019-04-29,1331.6,1331.6,1331.6
2019-04-30,1335.7,1335.7,1335.7
2019-05-01,1334.2,1334.2,1334.2
2019-05-02,1322.2,1323,1323
2019-05-03,1331.7,1331.7,1331.7
2019-05-06,1334,1334,1334
2019-05-07,1335.8,1335.8,1335.8
2019-05-08,1331.4,1338,1338
2019-05-09,1335.1,1335.1,1335.1
2019-05-10,1337.2,1337.2,1337.2
2019-05-13,1350.2,1350.2,1350.2
2019-05-14,1343.4,1343.4,1343.4
2019-05-15,1344.5,1344.5,1344.5
2019-05-16,1333.1,1333.1,1333.1
2019-05-17,1322.5,1322.5,1322.5
2019-05-20,1324.2,1324.2,1324.2
2019-05-21,1320.1,1320.1,1320.1
2019-05-22,1321.3,1321.3,1321.3
2019-05-23,1331.8,1328.4,1328.4
2019-05-24,1330.1,1329.2,1329.2
2019-05-26,1284.15,1285.15,1283.65
2019-05-27,1284.95,1286.85,1283.25
2019-05-28,1323.3,1322.6,1322.6
2019-05-29,1326.5,1327.8,1327.8
2019-05-30,1332.9,1332.4,1332.4
2019-05-31,1349.6,1347.8,1342.9
2019-06-03,1365.3,1356.5,1356.5
2019-06-04,1366.5,1366.5,1366.5
2019-06-05,1370.2,1376.6,1368.8
2019-06-06,1378.5,1370,1370
2019-06-07,1381.9,1388.5,1382.4
2019-06-10,1366.9,1378,1367
2019-06-11,1369,1369,1369
2019-06-12,1373.8,1373.8,1373.8
2019-06-13,1380.7,1378.7,1378.3
2019-06-14,1381.5,1389.2,1379.8
2019-06-17,1379.6,1384.2,1379.7
2019-06-18,1387.4,1394.5,1379.7
2019-06-19,1384.4,1382.1,1382.1
2019-06-20,1429.4,1428.7,1417.4
2019-06-21,1432.7,1444,1419.6
2019-06-24,1450.9,1449.6,1439
2019-06-25,1451.3,1473.9,1448.7
2019-06-26,1447.8,1445.4,1440.5
2019-06-27,1444.5,1444.5,1444.5
2019-06-28,1446.8,1451,1445.7
2019-07-01,1423.6,1444,1424.4
2019-07-02,1442.8,1428.6,1428.6
2019-07-03,1456,1465.5,1461.9
2019-07-04,1423.55,1426.65,1412.85
2019-07-05,1436.6,1433,1428
2019-07-08,1437.3,1436.9,1436.9
2019-07-09,1438.3,1430.8,1430.6
2019-07-10,1450.5,1450.5,1450.5
2019-07-11,1445.3,1467.2,1461.4
2019-07-12,1450.9,1450.9,1450.9
2019-07-15,1452.3,1452.3,1452.3
2019-07-16,1450.2,1453.4,1453.4
2019-07-17,1462.5,1467.3,1455
2019-07-18,1467.2,1488.5,1459.4
2019-07-19,1465.5,1487.4,1461.5
2019-07-22,1466,1466,1466
2019-07-23,1460.8,1459.6,1458.6
2019-07-24,1462.9,1467.2,1467.2
2019-07-25,1454.4,1468,1456.1
2019-07-26,1460.4,1460.4,1460.4
2019-07-29,1461.7,1461.7,1461.7
2019-07-30,1470.3,1472.4,1469
2019-07-31,1466.3,1469.6,1452.9
2019-08-01,1461.5,1485.6,1443.3
2019-08-02,1485.3,1476.2,1476.2
2019-08-05,1502.6,1505,1487.4
2019-08-06,1509.7,1511.1,1498.6
2019-08-07,1544.6,1547.7,1510.6
2019-08-08,1535,1542.1,1532.6
2019-08-09,1534.5,1543.8,1535
2019-08-12,1543,1550.1,1526.4
2019-08-13,1540.7,1571.7,1523.1
2019-08-14,1554,1553.1,1532.6
2019-08-15,1556.7,1561.2,1546
2019-08-16,1549.2,1557.7,1541.3
2019-08-19,1537.2,1543.9,1531
2019-08-20,1541.3,1540.7,1530.2
2019-08-21,1541.5,1540.6,1532.7
2019-08-22,1534.4,1538.8,1530.5
2019-08-23,1563.5,1563.5,1537.3
2019-08-26,1563.1,1584.5,1563.2
2019-08-27,1578,1579.3,1564.6
2019-08-28,1575.3,1578,1571.6
2019-08-29,1564,1578.8,1562
2019-08-30,1557.2,1566.9,1555
2019-09-01,1538.05,1542.9,1535.25
2019-09-02,1535.15,1540.05,1528.15
2019-09-03,1583.2,1583.9,1561.2
2019-09-04,1587.4,1590.7,1572
2019-09-05,1552.9,1584.1,1544.9
2019-09-06,1543.3,1559.9,1539.2
2019-09-09,1539.6,1546.6,1534.1
2019-09-10,1528.1,1532.6,1524.9
2019-09-11,1532.4,1534.4,1528.8
2019-09-12,1537.8,1558.6,1530.4
2019-09-13,1530.7,1543.4,1525.6
2019-09-16,1542.3,1546.5,1536.4
2019-09-17,1544.1,1542.3,1538.8
2019-09-18,1546.1,1549,1530.4
2019-09-19,1536.4,1540.4,1528.8
2019-09-20,1545.3,1553.5,1537.8
2019-09-23,1561.6,1562.5,1556.6
2019-09-24,1570.1,1573,1554.9
2019-09-25,1542,1572,1539.1
2019-09-26,1545,1547,1538
2019-09-27,1536.1,1538.3,1525.7
2019-09-30,1502.3,1533,1500.1
2019-10-01,1518,1520,1499
2019-10-02,1536.8,1536.3,1509.9
2019-10-03,1541.3,1551.8,1535.2
2019-10-04,1540.7,1541.3,1530.2
2019-10-07,1532.5,1538.9,1522.2
2019-10-08,1531.9,1540,1522.6
2019-10-09,1541.1,1543,1535
2019-10-10,1529.7,1548,1526
2019-10-11,1517.8,1534.6,1508
2019-10-14,1527.1,1530,1524.4
2019-10-15,1513.1,1524.5,1513
2019-10-16,1523.4,1522.2,1510
2019-10-17,1527.8,1527.6,1519.9
2019-10-18,1523,1526.1,1519.5
2019-10-21,1517.3,1524.9,1515
2019-10-22,1516.6,1519,1515
2019-10-23,1524.9,1526.1,1522
2019-10-24,1533.9,1534.7,1522
2019-10-25,1535.1,1549.9,1535
2019-10-28,1525.8,1536.2,1523.5
2019-10-29,1520.6,1524.2,1515.5
2019-10-30,1526.5,1526.5,1513.2
2019-10-31,1544,1545,1527
2019-11-01,1541.3,1545,1538
2019-11-04,1541.6,1544.8,1541
2019-11-05,1514.5,1535,1513
2019-11-06,1523.9,1525.4,1516.1
2019-11-07,1497.7,1520.1,1495.1
2019-11-08,1496.3,1503,1488.8
2019-11-11,1488,1494,1480.1
2019-11-12,1484.2,1488.5,1480
2019-11-13,1493.9,1498.1,1489.9
2019-11-14,1504,1504.7,1494.8
2019-11-15,1499.1,1499.9,1495.9
2019-11-18,1502.4,1502.8,1488.8
2019-11-19,1504.8,1506.1,1497
2019-11-20,1504.5,1509.2,1498
2019-11-21,1494,1505.7,1494
2019-11-22,1494.4,1502.3,1492
2019-11-25,1488.1,1492,1485.2
2019-11-26,1491,1492,1481
2019-11-27,1484.4,1490.2,1483.9
2019-11-28,1462.25,1464.55,1460.75
2019-11-29,1496.6,1495.4,1484.2
2019-12-02,1493.1,1495.3,1485
2019-12-03,1508.6,1510.3,1491.1
2019-12-04,1504.5,1513.5,1502.5
2019-12-05,1507.5,1508,1503
2019-12-06,1489.9,1506,1488
2019-12-09,1489.8,1493.2,1489.4
2019-12-10,1493.2,1496,1489.7
2019-12-11,1500.1,1507,1497.5
2019-12-12,1497.5,1514,1494.1
2019-12-13,1506.9,1507.9,1493
2019-12-16,1506.7,1509.4,1503.9
2019-12-17,1506.8,1510,1505
2019-12-18,1504.3,1508.5,1501.7
2019-12-19,1510,1510.4,1503.5
2019-12-20,1506.4,1510,1505.2
2019-12-23,1514.4,1514.9,1510.7
2019-12-24,1530.5,1530.1,1518.6
2019-12-25,1504.05,1504.4,1502.15
2019-12-26,1540.3,1543,1528.4
2019-12-27,1544.4,1545,1540
2019-12-30,1545.4,1545.5,1540.1
2019-12-31,1550.6,1555,1546.4
2020-01-01,1520.95,1523.95,1520.85
2020-01-02,1555.2,1559.5,1548.2
2020-01-03,1579.6,1583.6,1561.6
2020-01-06,1596.1,1615.3,1590
2020-01-07,1601.3,1605.5,1586.5
2020-01-08,1587,1637.9,1581.5
2020-01-09,1581.4,1587.5,1570.2
2020-01-10,1587,1589.6,1574.1
2020-01-13,1577.5,1586.8,1574.9
2020-01-14,1571.2,1573.9,1563.4
2020-01-15,1580.3,1582.2,1573.4
2020-01-16,1576.9,1583.4,1575
2020-01-17,1587.2,1588,1577.1
2020-01-19,1557.05,1559.05,1556.45
2020-01-20,1561.25,1562.7,1556.65
2020-01-21,1584.7,1593.8,1573.6
2020-01-22,1583.5,1585.5,1577.6
2020-01-23,1592.1,1593.5,1580.1
2020-01-24,1599,1601.4,1584
2020-01-27,1604.6,1612.8,1602.8
2020-01-28,1596.9,1607.1,1593.4
2020-01-29,1597.9,1603.6,1589.3
2020-01-30,1610.7,1612,1599
2020-01-31,1609.4,1615.3,1597.7
2020-02-03,1604,1619.6,1595
2020-02-04,1577.5,1602.3,1576
2020-02-05,1584.7,1587,1573
2020-02-06,1591.7,1592.4,1579.3
2020-02-07,1595,1598.3,1588.4
2020-02-10,1600.7,1601.5,1594.2
2020-02-11,1591.1,1597.9,1587.1
2020-02-12,1592.4,1593.9,1587.5
2020-02-13,1599.6,1602,1594
2020-02-14,1606.9,1608.4,1597.3
2020-02-16,1586.25,1586.25,1583.45
2020-02-17,1587.05,1588.45,1581.85
2020-02-18,1624,1628.3,1603.5
2020-02-19,1632.2,1634.8,1623.3
2020-02-20,1640.8,1645.5,1627.7
2020-02-21,1669.1,1671.2,1642.4
2020-02-24,1697.1,1711.8,1673.3
2020-02-25,1670.2,1681.6,1650
2020-02-26,1662.9,1676.7,1646.7
2020-02-27,1661.4,1680.3,1656
2020-02-28,1583.6,1667.1,1582
2020-03-02,1609.7,1626,1593.9
2020-03-03,1658.8,1663.8,1606.5
2020-03-04,1656.5,1661.1,1647.3
2020-03-05,1680.4,1687.2,1653
2020-03-06,1683,1703.6,1657.7
2020-03-09,1684.1,1712.1,1668.1
2020-03-10,1669,1679.3,1651.5
2020-03-11,1650.8,1677.6,1641.7
2020-03-12,1598.8,1655.2,1568.7
2020-03-13,1524.9,1604.2,1514.3
2020-03-16,1493.8,1578.6,1458.8
2020-03-17,1534.1,1561.5,1476.3
2020-03-18,1487.1,1551.1,1485.2
2020-03-19,1489.4,1508,1476.9
2020-03-20,1495.1,1530,1468
2020-03-23,1581.4,1583.7,1498.9
2020-03-24,1663,1691.4,1578
2020-03-25,1633.3,1695,1607.5
2020-03-26,1662,1678,1615
2020-03-27,1655,1659.3,1631.9
2020-03-30,1644.1,1672.5,1634.6
2020-03-31,1597.6,1642.2,1590.8
2020-04-01,1592.5,1611,1577.7
2020-04-02,1638.9,1645.2,1596.7
2020-04-03,1646.5,1651.5,1625.3
2020-04-06,1693.1,1713.5,1640
2020-04-07,1683.7,1740.8,1674.3
2020-04-08,1684.1,1693.9,1673.9
2020-04-09,1753.6,1754.3,1679.2
2020-04-10,1740.6,1740.6,1740.6
2020-04-13,1762.7,1773.5,1725
2020-04-14,1771.2,1789.5,1750
2020-04-15,1744.7,1762.7,1736.4
2020-04-16,1736.3,1771.2,1727.6
2020-04-17,1702.7,1741.3,1695.5
2020-04-20,1715.3,1722,1689.2
2020-04-21,1692.1,1720.8,1670.3
2020-04-22,1743.5,1747.1,1700
2020-04-23,1751,1769.2,1736
2020-04-24,1741.7,1765.5,1733
2020-04-27,1731.4,1753,1726.8
2020-04-28,1731.2,1740,1712.7
2020-04-29,1722.4,1741.8,1718
2020-04-30,1704.9,1745,1697.7
2020-05-01,1712,1723.1,1688
2020-05-04,1725.9,1735.5,1711.8
2020-05-05,1728,1733.7,1710.5
2020-05-06,1704.4,1733.4,1698.8
2020-05-07,1743.7,1750.5,1704.5
2020-05-08,1735.2,1752.7,1724.5
2020-05-11,1720.9,1734.2,1714.2
2020-05-12,1728,1737.2,1717
2020-05-13,1737.3,1744.5,1721
2020-05-14,1762,1765.1,1735
2020-05-15,1778.7,1783,1758
2020-05-18,1760.6,1800,1756.2
2020-05-19,1773.4,1779.6,1754.2
2020-05-20,1781.7,1785.1,1773
2020-05-21,1750.4,1779.8,1743.8
2020-05-22,1765.6,1768.3,1750.6
2020-05-24,1730.65,1735.9,1729.8
2020-05-25,1727,1731.35,1719.25
2020-05-26,1740.5,1768,1734.8
2020-05-27,1740.5,1743.3,1714.8
2020-05-28,1742.7,1757.3,1734.3
2020-05-29,1765.7,1767.1,1740.7
2020-06-01,1763.7,1774.5,1751.6
2020-06-02,1749.7,1771,1743.4
2020-06-03,1723.5,1754.1,1707.5
2020-06-04,1746.4,1747.3,1718.5
2020-06-05,1701.9,1741.9,1690.1
2020-06-08,1723.8,1726,1700.1
2020-06-09,1740.3,1747.5,1715.9
2020-06-10,1739,1767,1732.8
2020-06-11,1757.6,1772.6,1746
2020-06-12,1755.2,1770.5,1746.9
2020-06-15,1744.9,1759.6,1724.6
2020-06-16,1754.4,1757.5,1739.8
2020-06-17,1753.4,1756.8,1735.6
2020-06-18,1747.9,1765.2,1739.6
2020-06-19,1768.6,1775.6,1745.5
2020-06-22,1781.7,1793.6,1769
2020-06-23,1797.1,1801.5,1774
2020-06-24,1792.6,1810.7,1787.8
2020-06-25,1788.4,1796.6,1781.6
2020-06-26,1798.5,1804,1772
2020-06-29,1800.1,1808.6,1795.3
2020-06-30,1820.4,1823.5,1794
2020-07-01,1801.9,1827.1,1789.8
2020-07-02,1812,1813.9,1788.3
2020-07-03,1787.6,1788.7,1783.65
2020-07-06,1816.1,1821.3,1801.6
2020-07-07,1834.3,1835,1804.8
2020-07-08,1850.6,1857,1829.1
2020-07-09,1833.5,1854.6,1829.6
2020-07-10,1831.3,1846.3,1825.5
2020-07-13,1843.7,1847.7,1831.6
2020-07-14,1841.5,1843,1819.3
2020-07-15,1841.6,1847.2,1831.9
2020-07-16,1826.5,1843.7,1819.9
2020-07-17,1833.7,1837.6,1821
2020-07-20,1840.1,1846.1,1830.7
2020-07-21,1869.6,1870.5,1839.9
2020-07-22,1892.6,1899,1867.8
2020-07-23,1917.4,1927.1,1890.4
2020-07-24,1925.2,1933.6,1908
2020-07-27,1955.4,1971.3,1926.8
2020-07-28,1963.9,2000,1927.5
2020-07-29,1976.7,1998.4,1955.7
2020-07-30,1966.8,1987.3,1952.3
2020-07-31,1985.9,2005.4,1971.4
2020-08-03,1986.3,2009.5,1975.2
2020-08-04,2021,2037.7,1982.6
2020-08-05,2049.3,2070.3,2027.5
2020-08-06,2069.4,2081.8,2049
2020-08-07,2028,2089.2,2024.8
2020-08-10,2039.7,2060.8,2027.8
2020-08-11,1946.3,2040.5,1911.3
2020-08-12,1949,1961,1874.2
2020-08-13,1970.4,1974.8,1923
2020-08-14,1949.8,1970,1939.1
2020-08-17,1998.7,2000.8,1939.1
2020-08-18,2013.1,2024.6,1985.2
2020-08-19,1970.3,2015.6,1930.5
2020-08-20,1946.5,1963.1,1928.9
2020-08-21,1947,1963.1,1916.6
2020-08-24,1939.2,1970.3,1930.8
2020-08-25,1923.1,1944.1,1919.1
2020-08-26,1952.5,1963.4,1908.4
2020-08-27,1932.6,1987,1914.7
2020-08-28,1974.9,1983,1928.2
2020-08-31,1978.6,1985.8,1962.3
2020-09-01,1978.9,2001.2,1969.2
2020-09-02,1944.7,1980.4,1938.9
2020-09-03,1937.8,1956.6,1927.2
2020-09-04,1934.3,1956.6,1921.6
2020-09-06,1940.65,1944.3,1937.65
2020-09-07,1937.1,1947.4,1930.45
2020-09-08,1943.2,1948.3,1911.7
2020-09-09,1954.9,1959.7,1926.3
2020-09-10,1964.3,1975.2,1948.6
2020-09-11,1957.35,1963.3,1944.35
